1,4.09664E-31
1,0.000831736
1,0.001203696
1,0.001903705
1,0.002888766
1,0.004253943
1,0.005771476
1,0.007486214
1,0.009541027
1,0.011801801
1,0.014205416
1,0.016769405
1,0.019537192
1,0.022549054
1,0.02589537
1,0.029658752
1,0.03398598
1,0.039029237
1,0.044915795
1,0.05173941
1,0.059578806
1,0.068489812
1,0.078308925
1,0.088973373
1,0.100605614
1,0.113279678
1,0.127042755
1,0.141967744
1,0.158037156
1,0.175320908
1,0.193807438
1,0.213422418
1,0.234308422
1,0.25658378
1,0.280288219
1,0.305536509
1,0.332383901
1,0.360853225
1,0.39104414
1,0.422959179
1,0.456584781
1,0.492049724
1,0.529374897
1,0.56854409
1,0.60971415
1,0.652899563
1,0.698090494
1,0.745458603
1,0.795018375
1,0.846766412
1,0.900883496
1,0.957373202
1,1.016227961
1,1.077637076
1,1.141613364
1,1.208132386
1,1.27740097
1,1.34940958
1,1.424129367
1,1.501803994
1,1.582378149
1,1.665807247
1,1.752347827
1,1.841937065
1,1.934499621
1,2.030276299
1,2.129212856
1,2.231220961
1,2.336583138
1,2.445197344
1,2.556940794
1,2.672096729
1,2.790535688
1,2.91213274
1,3.037170887
1,3.165532351
1,3.297077894
1,3.432072639
1,3.57021594
1,3.711797714
1,3.856667042
1,4.004602909
1,4.155910969
1,4.310348988
1,4.467685699
1,4.628218651
1,4.791677952
1,4.957787991
1,5.126764297
1,5.298296928
1,5.472019196
1,5.648152351
1,5.82632637
1,6.006118298
1,6.187752724
1,6.370819092
1,6.554777145
1,6.739792347
1,6.925278664
1,7.110363483
1,7.292338848
